"id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","title","source"
"wlRcNki1xeE","53590","1017","86","0","666","Ingraham: The real summit embarrassment","FoxNews"
"sS5zotnVWv0","12629","289","14","0","136","Rep. Sean Duffy and Philippe Reines react to DNC lawsuit","FoxNews"
"eRk7q27KHMQ","79625","1203","55","0","421","Gutfeld on the upcoming North Korea summit","FoxNews"
"pyOyiG4MDFM","65449","1275","58","0","582","Patti Blagojevich slams Mueller's 'unchecked power'","FoxNews"
"N-msKZyFleA","44492","1008","77","0","794","Gutfeld on Trump's response to the NFL ruling","FoxNews"
"joOcHZ6lxBo","42329","826","83","0","602","Gingrich: Get rid of the White House press briefing","FoxNews"
"AWeaAFWiKSI","21997","356","29","0","182","Chang: US has huge leverage over North Korea","FoxNews"
"mM6K6oLkzXE","7839","194","9","0","167","Putnam, DeSantis clash over support for President Trump","FoxNews"
"y5WxSEusgOs","188238","1315","77","0","589","Analyzing media reaction to Trump victory","FoxNews"
"DPEjV_97AhA","53692","1220","53","0","781","'Horror show': Trump hammers IG report findings","FoxNews"
"tyYUgfzJzmc","58191","581","48","0","308","Krauthammer: Clinton struggles against kinder, gentler Trump","FoxNews"
"ZUmlQcw9UKo","393265","2550","259","0","4201","Tucker Carlson vs. actor Mike Farrell on 'unqualified' Trump","FoxNews"
"wNk4X8TYiPE","9826","162","9","0","101","North Korea offers concessions ahead of Trump-Kim summit","FoxNews"
"YVRlGp4KCKg","4237","157","4","0","87","Mission BBQ serving up patriotism across America","FoxNews"
"n2CQ2AAfBBk","15602","371","32","0","694","Dr. Alvarez: It's time to legalize marijuana and move on","FoxNews"
"FBjPaDOMJww","3515","90","1","0","31","Newt Gingrich on what tone Trump should set at SOTU","FoxNews"
"6_5cOaRDtFw","11636","331","18","0","247","Gang task force director on how to get rid of MS-13","FoxNews"
"laMW2aCpMyQ","21412","416","22","0","226","New questions over Peter Strzok's role in Clinton probe","FoxNews"
"_iOBnSj1ZnM","16095","601","42","0","441","Diamond & Silk talk Warren, Waters and Sinbad","FoxNews"
"iV63W0pEOAs","13599","259","18","0","94","Turley: Obstruction case is 'virtually inconceivable'","FoxNews"
"1zqW5jZ_bTo","34336","516","45","0","251","Former DOJ official on reports of informant in Trump team","FoxNews"
"sZvZzWr3mz0","106438","1123","96","0","1946","Report: Police identify Annapolis newsroom shooter","FoxNews"
"C2RfjTqZk74","37544","847","79","0","556","Did Mueller prevent 9/11 families from suing Saudi Arabia?","FoxNews"
"Ap8z4ppztUo","11363","241","9","0","175","Trump to announce Supreme Court nominee July 9th","FoxNews"
"9Xjt8NRl2L0","43598","728","38","0","472","President Trump to announce Supreme Court pick on July 9","FoxNews"
"CP1znDii_tY","45781","605","39","0","350","New York Times issues apology over election coverage","FoxNews"
"qwKPo7PFgFc","11489","191","9","0","65","Top North Korean official headed to NY for summit talks","FoxNews"
"Ga-bvlY3drc","33498","757","76","0","466","Gordon Chang: North and South Korean leaders 'too cozy'","FoxNews"
"5ZCQJrcfgu4","30707","765","60","0","1028","What move to left on immigration means for Dems in November","FoxNews"
"jC9q1hrtiRw","18807","295","18","0","340","7 Republican districts in California voted Clinton in 2016","FoxNews"
"Ofgt19ztsi0","6726","265","12","0","443","Supreme Court sides with baker in narrow ruling","FoxNews"
"yawvAM6cLRs","102983","3044","329","0","2452","Hannity: Enough is enough on the Mueller witch hunt","FoxNews"
"07Sjn6PT5DM","210137","1296","80","0","819","White House press briefing | June 14th","FoxNews"
"PyXJj5cudlE","5979","223","8","0","191","Rep. Brat on DHS going after sanctuary cities, 2018 midterms","FoxNews"
"NJUeB1xgHnI","15691","611","51","0","729","'Never Trumpers' rooting for Democrat takeover in 2018","FoxNews"
"TmkWO8kFFt4","46380","624","45","0","288","Women who accuse Bill Clinton of assault share their stories","FoxNews"
"KCVSx_4V0wo","1418572","27930","3226","0","18399","President Trump makes surprise appearance on 'Fox & Friends'","FoxNews"
"-CEVTZbdnFw","137460","3705","449","0","2555","Sanders: Democrats' only message is to attack Trump supporters","FoxNews"
"P0He8UOUOYk","70079","728","70","0","591","Why did coroner refuse to release Vegas shooter's autopsy?","FoxNews"
"B7x7mPnAcc8","42411","1282","49","0","461","Trump speaks at Face-to-Face with Our Future event","FoxNews"
"WKhNDst-bag","12136","395","28","0","142","Are liberal elites using cities to create a feudal society?","FoxNews"
"PCSLlYmbIiU","5281","140","6","0","57","Senate leaders announce agreement on a 2-year budget deal","FoxNews"
"LpYbyBuSa84","76534","1594","135","0","1122","Hannity: How is Sessions recused but not Rosenstein?","FoxNews"
"vbbzkduOvKA","12352","390","15","0","206","Ingraham: Antifa violence ignored, they're felons","FoxNews"
"wcKHU4ui4oE","6894","169","8","0","140","Sen. Rand Paul on North Korea, Gina Haspel, Russia probe","FoxNews"
"AWXErabHu4Q","5686","296","16","0","149","Diamond & Silk: Why is Facebook interfering in an election?","FoxNews"
"-kIFxkoFlkQ","27115","335","28","0","249","Breaking down the fallout from the Trump-Kim summit","FoxNews"
"ARiPzXz9La0","7723","268","11","0","181","Pat Boone: Instead of prayer in schools, there is violence","FoxNews"
"LqI5kWcEz34","119315","1920","129","0","1107","White House press briefing | June 5th","FoxNews"
"AQIQGTVeXvg","12826","344","20","0","249","House Judiciary Committee to subpoena Strzok","FoxNews"
"ywDalba3jB4","23993","595","47","0","287","Secretary Nielsen talks immigration, relationship with Trump","FoxNews"
"SezIkHf4w14","5647","155","6","0","70","Tucker: Still many unanswered questions in Texas bombings","FoxNews"
"OJiI0FobvWM","14830","130","8","0","96","Jack Welch: Trump has to complete his promises","FoxNews"
"0JylAw3wQDQ","216949","1059","107","0","834","Massive effort to rescue stranded youth soccer team","FoxNews"
"sSQ6WRRxq6Q","7376","117","6","0","137","Trump: NoKo had change of attitude after second China visit","FoxNews"
"iXR1Ph0SdQI","49824","820","66","0","1135","Coney Barrett facing criticism from Dems over her religion","FoxNews"
"l681fiA97-M","34754","843","45","0","663","Eric Shawn: Pres. Trump... Kim Jong Un is calling","FoxNews"
"cEXTEENC9ec","24915","576","46","0","186","Gingrich on how Trump is beginning to make a real difference","FoxNews"
"ISEX8eMhr8I","16803","996","66","0","742","Steve Hilton: How humane is an open border policy?","FoxNews"
"ShbUnnCX2Fw","5564","191","12","0","82","Gen. Keane: US framework on North Korea is very clear","FoxNews"
"00m6Y8R7JaE","16048","384","29","0","142","Stone: Mueller’s focus on me driven by fake news narrative","FoxNews"
"Ku3_hC1PMBc","5658","252","7","0","108","Anti-PC prof: I'm guilty for the 'structure' of my thinking","FoxNews"
"sFTaGdawHvs","9839","426","32","0","270","How effective are Trump's policies at reducing poverty?","FoxNews"
"fuL30MHZQY0","8775","100","3","0","10","Claims of 'extraordinary' success with new cancer treatment","FoxNews"
"TES2uDOoAcI","257567","3874","583","0","2185","Dutch Prime Minister stunned by shouting American press","FoxNews"
"LUIFYm2kG_k","3565","172","5","0","106","Rep. Rooney explains plan to limit 'career politicians'","FoxNews"
"LWciU5kklck","8618","65","3","0","73","Trump denies supporting war in Iraq, hits Clinton's judgment","FoxNews"
"RZvYCarCBRU","59576","1701","199","0","1549","Donald Trump Jr.: 'Real America knows what's going on'","FoxNews"
"nkJkPjys91I","6220","307","17","0","172","Man aims to mow lawns in all 50 states for veterans, elderly","FoxNews"
"un5sj1wQe7E","32783","737","10","0","216","Putin to Democrats: Learn to lose with dignity","FoxNews"
"pXYTv81LWFI","43309","1220","117","0","903","Nikki Haley speaks at the United Nations General Assembly","FoxNews"
"KI4fEv-TB0o","14405","204","8","0","96","North Korean state media signals positive outcome for summit","FoxNews"
"RkrNKE_5nU4","157057","3062","404","0","2676","Gowdy faces backlash over remarks about FBI, Trump campaign","FoxNews"
"nw8xA8Rv2wc","30161","491","20","0","124","Bret Baier says Charles Krauthammer's voice will live on","FoxNews"
"vClpC1PTexo","41743","461","38","0","152","Mike Pence opens up about being a husband and a father","FoxNews"
"OklYMWdxijE","7897","128","8","0","59","The First 100 Days: Trump's education plan","FoxNews"
"jhF27OgGa1Y","16901","341","25","0","243","Lewandowski and Scaramucci talk North Korea, 'spygate'","FoxNews"
"4WaLiNxImTc","33392","448","57","0","560","Judge Napolitano: Roe v. Wade won't be overturned","FoxNews"
"SCt8EvOQHsY","60933","634","61","0","1109","Students want trustee fired for just meeting with Trump","FoxNews"
"BDpXYlNyGLE","48820","1275","157","0","2019","Hurt: New crop of Dem candidates are 'Communists'","FoxNews"
"jeLJzPdlZ9k","26965","277","27","0","297","South Korea reacts to Trump's decision to cancel Kim summit","FoxNews"
"xvuUPohHmXw","27981","589","62","0","736","Teacher says he was fired over transgender name policy","FoxNews"
"vJ1XHRmmErk","11917","252","23","0","322","John Cox on the state of California's race for governor","FoxNews"
"recyz3cpk2c","22073","514","61","0","433","Tucker: Dems don't want honest discussion about immigration","FoxNews"
"GI3hZ8j4_qU","11087","309","24","0","245","Katie Arrington to Mark Sanford after SC primary: 'Move on'","FoxNews"
"CU3FIfnw_80","14701","466","43","0","696","Supporters of Trump criticized as cult-like","FoxNews"
"Kmt5exFXPvI","5232","132","9","0","92","Gorka: If anyone can denuclearize North Korea, it's Trump","FoxNews"
"N7ItTluL5n4","20914","261","19","0","169","Trump urges Kim Jong Un to make a deal, hints at guarantees","FoxNews"
"KmxMbQ0SGNc","15232","362","20","0","280","Huckabee: SCOTUS pick needs to be a pure constitutionalist","FoxNews"
"JVBfaH-Qedw","224315","1179","150","0","822","Fox News projects: Donald Trump wins Wisconsin, Iowa","FoxNews"
"XuII2DxavC4","61205","1121","143","0","943","Hannity: Why not un-recuse yourself immediately, Sessions?","FoxNews"
"eM4j0RKS7ek","7586","288","10","0","133","'Three Days in Moscow'","FoxNews"
"GjyE_3lnjSY","11007","309","20","0","192","Inside Trump's interviews with prospective justices","FoxNews"
"FF9iz5kTY_k","9921","419","41","0","348","Conservative author takes on feminism in #MeToo era","FoxNews"
"IVddm3x-NIY","3894","138","5","0","64","Vet's business gifted lawn equipment after gear was stolen","FoxNews"
"hrzY_uRi3CQ","20782","355","35","0","276","Maria Bartiromo on Trump's economy, impact of tariffs","FoxNews"
"8f9TSH64DVw","10608","130","12","0","73","Part 2 of Fox News' Florida GOP gubernatorial primary debate","FoxNews"
"DBnj6SuxQaU","41759","1017","104","0","525","Gutfeld on whether CNN's news makes you sick","FoxNews"
"VK_lioRBYI0","147419","746","121","0","628","Retired officer worked with Golden State Killer suspect","FoxNews"
"NicEFw_ve7o","157600","2524","290","0","2039","Graham: If the Korean War ends, Trump deserves Nobel Prize","FoxNews"
"wcIa7f7PSG4","22449","357","44","0","566","Syrian refugees flood Israel-Syria border","FoxNews"
"tqZ_S4ydWVU","7920","254","20","0","258","Economics key issue in immigration debate","FoxNews"
"62-rvzkzhBU","40441","579","50","0","653","Tempers flare at contentious hearing on Russia probe","FoxNews"
"ujUHTbSIT6g","179517","2318","59","0","334","Police dog performs CPR on officer","FoxNews"
"XPI35cNI9qE","61997","1491","162","0","1025","Hannity: Another key promise kept by President Trump","FoxNews"
"Cu2BB1aYD1c","16947","373","30","0","216","Sean Spicer reacts to attacks on Ivanka, Kim Kardashian","FoxNews"
"T0-Sp6B05z4","8089","297","13","0","228","Trump says he interviewed four Supreme Court candidates","FoxNews"
"7krX4lUBod4","24232","371","21","0","387","Bill Clinton under new scrutiny in wake of #MeToo movement","FoxNews"
"zF3LN4dOzkI","12326","187","14","0","136","Part 3 of Fox News' Florida GOP gubernatorial primary debate","FoxNews"
"yfumZjTNOM4","14264","390","44","0","407","Miss America drops swimsuit competition","FoxNews"
"GB8BNXky664","6053","183","12","0","74","Bret Baier: Trump hasn't appeared on our show in 300 days","FoxNews"
"16dsRIPrYDQ","35017","528","51","0","394","Should Trump be credited for Rep. Sanford's defeat?","FoxNews"
"GeXSfGIt-rk","11531","270","18","0","234","Let's make a deal: Trump-Kim summit back on","FoxNews"
"k-UoA0qlQrg","9143","137","12","0","108","Part 4 of Fox News' Florida GOP gubernatorial primary debate","FoxNews"
"TvvK4LO4MVs","5239","224","15","0","150","US Marine's fiancee shares her story as a #ProudAmerican","FoxNews"
"CeRHrAxCCe0","8659","221","15","0","187","Dozens killed in two suicide bombings in Afghanistan","FoxNews"
"X63TR_R3_Ps","23184","1126","44","0","300","President Trump gives Medal of Honor to WWII vet's widow","FoxNews"
"q3TCcOZslSE","98969","1576","221","0","1505","Hannity: The liberal double standard","FoxNews"
"R22pxBebWFA","63788","1083","93","0","851","Kellyanne Conway on Trump's SCOTUS picks, Putin meeting","FoxNews"
"Olj5npKYDQg","55975","476","53","0","317","President Trump reads letter from Kim Jong Un","FoxNews"
"8ybNLzr5QEs","38481","543","27","0","311","Significance and symbolism of Trump meeting Kim Yong Chol","FoxNews"
"2JKwp11IJgo","69674","1367","175","0","1206","Kellyanne Conway: Trump is making major changes","FoxNews"
"GgHG6N1l5co","316618","5633","828","0","8042","Trump signs order to keep families together at border","FoxNews"
"Sq54XSSdXy8","5751","205","16","0","305","Should Miss America have a swimsuit competition?","FoxNews"
"7zoSsQFhJhw","30342","344","45","0","450","North Korea threatens to cancel summit with President Trump","FoxNews"
"yf9i2IKoy3w","32951","1012","24","0","248","Gutfeld: 2018 is off to a great start","FoxNews"
"-ZRwUXjBSGY","18087","508","57","0","637","Grading President Trump's first 500 days in office","FoxNews"
"QkQYwYxuTg4","38310","358","36","0","1264","Police: Working to secure building after newsroom shooting","FoxNews"
"sP4gwgsRIs8","28326","1235","74","0","737","President Trump holds the 'Celebration of America'","FoxNews"
"rXz0zXJFIe4","33961","869","87","0","1155","White House: Eagles pulled a 'political stunt'","FoxNews"
"Wz97pUULgok","170946","4473","578","0","3463","Hannity: Trump took Democrats to task over immigration","FoxNews"
"Xf1k2T1UFXI","41307","638","83","0","625","Horowitz: Inappropriate texts cast cloud over Clinton probe","FoxNews"
"JQDwEBMgV14","47106","1326","242","0","1069","Tucker: The Left does not care about family separation","FoxNews"
"yKD0MdwW2-g","284792","3915","786","0","5199","Jeb Hensarling clashes with Waters during committee hearing","FoxNews"
"iGLt7Vwybsw","13136","209","21","0","375","Police: Annapolis attack a 'targeted' shooting","FoxNews"
"QVw0xxj7itk","75710","612","86","0","781","Taxi plows into crowd in Moscow as fans watch World Cup","FoxNews"
"v-THUeA2IFo","111702","1681","331","0","1233","Roger Stone on being a Mueller target","FoxNews"
"d1pNj-H0PWI","2143","72","3","0","26","McConnell says Senate will remain in session in August","FoxNews"
"-dplpGDUMhQ","115883","2468","195","0","627","President Trump speaks at McMaster for Governor rally","FoxNews"
"wh2wXxw1wgQ","4359","51","4","0","86","Trump reversal on telecom company ZTE under scrutiny","FoxNews"
"yLL0aLr1wd4","406093","1014","142","0","470","Report: Iraqis using dead bodies to intimidate ISIS in Mosul","FoxNews"
"NPH7hMDzzBc","4041","107","11","0","61","Rep. Ron DeSantis on GOP's 'compromise' immigration bill","FoxNews"
"3bYy4qbwGF8","50192","324","57","0","367","Napolitano sorts through legal implications of Cohen case","FoxNews"
"ZJ5iYsHtP5s","30618","739","33","0","333","Lara Trump on Clinton's 'sad attempt to distract voters'","FoxNews"
"Ch7oxanFi_4","52034","591","70","0","398","Huckabee: Israel celebrating end of 'hostile' Obama regime","FoxNews"
"YxwOczLF9RA","187216","3625","163","0","1211","Trump holds news conference after summit with Kim Jong Un","FoxNews"
"ApAr7Jk32LU","3557","131","8","0","133","'America's Memory' Project honors our heroes","FoxNews"
"h9P_y-9NSLo","50078","354","25","0","198","Kim Jong Un takes late-night tour of Singapore","FoxNews"
"JzzUDgMpWO4","23597","495","84","0","460","Rudy Giuliani: Mueller probe should never have taken place","FoxNews"
"uoIaOGCvQ8E","4961","201","18","0","124","Trump on Kennedy replacement: We have to pick a great one","FoxNews"
"Ayh0TRpvfnc","2631","51","3","0","20","A new look at Robert F. Kennedy's final flight across nation","FoxNews"
"bFOnveIZilI","45133","1055","162","0","1763","White House on family separations: Trump enforcing the law","FoxNews"
"YYFaPaS0Cj8","9501","301","35","0","263","After the Buzz: Trump vs. the press scrum","FoxNews"
"MrwUFDMW5bg","3436","140","9","0","77","DeSantis: Trump has identified me as best leader for Florida","FoxNews"
"YS6r7T7QP2w","34211","882","46","0","492","President Trump speaks at Foxconn facility opening in Wisconsin","FoxNews"
"KIcTySlR604","18182","288","38","0","383","Trump administration signals Kim summit could be back on","FoxNews"
"yqmQxn2tprk","20159","302","50","0","409","Geraldo Rivera, Sebastian Gorka on Trump's 'animals' comment","FoxNews"
"x2C6OSSXc9k","6223","160","12","0","158","Bill Clinton admits he 'got hot under the collar'","FoxNews"
"9Ly-T1BNQbw","173866","3567","654","0","3587","Islam Party wants to transform Belgium","FoxNews"
"BokPNfXxK6g","3673","113","9","0","36","Song inspired deployed soldier to connect with his dad","FoxNews"
"kWWP3k1oiao","5844","59","6","0","18","Brian Kilmeade takes a stroll with Cardinal Timothy Dolan","FoxNews"
"Q7KoC6Ljb7w","37242","1480","71","0","522","Trump celebrates 6 months of Tax Cuts and Jobs Act","FoxNews"
"hrj3ndibvGI","6840","135","12","0","108","Rep. Chris Stewart on the DOJ inspector general's findings","FoxNews"
"OrRNe0UWHfQ","9013","194","9","0","162","Will California determine if Democrats take back the House?","FoxNews"
"rAKnXr0R5gk","4350","146","8","0","127","A conversation about civility: Where is the line?","FoxNews"
"Md-smwTMaQw","33217","393","57","0","646","How will US respond to North Korea's summit threat?","FoxNews"
"MQrdbuCJoVQ","51647","735","137","0","994","Trump: Canceled summit is tremendous setback for North Korea","FoxNews"
"zQPu8L0suOo","237893","2003","193","0","1499","Mark Fuhrman analyzes Parkland shooting surveillance video","FoxNews"
"Ud5u4ZMTorc","149158","823","167","0","2113","Jesse Jackson on report Kaepernick wants to subpoena Trump","FoxNews"
"HvsgdpY6GpQ","12150","378","36","0","312","Media critics rush to politicize tragedy in Annapolis","FoxNews"
"0-3C7L8WgWw","6615","199","21","0","148","Harris Faulkner's life lessons as a 'military brat'","FoxNews"
"13wVcxoxPDI","27187","749","113","0","1453","Demonstrators protesting outside ICE offices nationwide","FoxNews"
"ZiNxzrU3dmE","148261","4539","490","0","2601","Trump withdraws US from Iran nuclear deal","FoxNews"
"wvr4HjvjIPQ","133317","2005","367","0","2465","Gutfeld on 'Roseanne' cancellation fallout","FoxNews"
"X5-DBw-7-o4","12994","543","58","0","641","Trump: Journalists should be free of fear of attack","FoxNews"
"ctvV93bfOvQ","348305","2749","238","0","1077","Carly Fiorina confronts 'The View' co-hosts","FoxNews"
"cOJJWI7Ik0k","11471","257","20","0","245","Judge warns Stormy Daniels' attorney to end 'publicity tour'","FoxNews"
"47FmBLXyB-o","274681","4108","815","0","2453","Hannity: President Trump puts Iran on notice","FoxNews"
"6Zw1DuJBnOY","55595","1125","166","0","865","New video purportedly shows UN influence in Gaza clashes","FoxNews"
"b8nttL_0vzk","2332","78","4","0","2","Trump administration is proposing an 'America First' budget","FoxNews"
"EU6YJ8QvvbI","76281","283","24","0","404","Part 1 of second presidential debate at Washington Univ.","FoxNews"
"_5WOJOyutZE","7548","113","14","0","154","E. Coli outbreak linked to romaine lettuce","FoxNews"
"fj-K2FjSYpM","275579","2113","501","0","2278","Gutfeld on 30-year-old evicted from his parent’s house","FoxNews"
"-7VJmbyLvQo","12023","183","19","0","136","Rivera and Lewandowski talk North Korea, MS-13","FoxNews"
"5yf-c0L-sJ4","4560","74","9","0","65","Amb. Jeffrey: North Korea sent signals they weren't ready","FoxNews"
"9cEDSvg2qbk","209033","1045","275","0","1146","Judge Napolitano: Giuliani will lose the subpoena argument","FoxNews"
"he2h3PiZvnI","18304","184","25","0","220","Does the canceled Kim summit suit China's best interests?","FoxNews"
"GIPt0oZuYFU","188310","2021","425","0","1984","Professor makes case for the Electoral College","FoxNews"
"2K8mXBMuSNc","49165","868","127","0","936","Judge revokes Paul Manafort's bail, sends him to jail","FoxNews"
"yrkibJe59Gw","261589","3738","143","0","682","Gutfeld: Democrats keep whining and Trump keeps winning","FoxNews"
"0URIsIPnsrQ","446556","1167","268","0","436","One-on-one with Melania Trump in Trump Tower","FoxNews"
"1Khf5h9XP1U","34717","1104","72","0","417","Trump speaks at 'Salute to Service' military charity dinner","FoxNews"
"VaQmmtyc6l0","3044","114","2","0","40","Fusion GPS co-founder accused of misleading Congress","FoxNews"
"QUSEhnq5qFg","4287","143","11","0","77","Young couple shares story of life as military family","FoxNews"
"phN9vxEjPNw","9049","166","24","0","403","Does NY primary upset show divide in Democratic Party?","FoxNews"
"T8kM-HfSclM","14634","153","26","0","229","School shooter may have planned something more sinister","FoxNews"
"LhTieecbCS4","257946","3727","898","0","4366","Greg Gutfeld on the White House Correspondents' Dinner","FoxNews"
"9gECPoQnco4","131008","810","102","0","587","Kellyanne Conway on Trump's win, negativity during campaign","FoxNews"
"YwPsFgplIj8","434485","2763","801","0","2952","Cavuto responds to social media reaction to his commentary","FoxNews"
"YxfA1kVnuCs","28564","998","71","0","888","David Lynch: 'Trump could be one of greatest presidents’","FoxNews"
"3ABE0MhRVpk","37756","578","85","0","569","Lewandowski on New York AG lawsuit against Trump Foundation","FoxNews"
"nbzel3USXJ0","748475","3370","892","0","10198","17-year-old Dimitrios Pagourtzis identified as Texas shooting suspect","FoxNews"
"Uo9mCOiuhF0","27847","649","98","0","400","Paul Ryan addresses family separation vote in Congress","FoxNews"
"JejZs5ZoaVc","33056","753","114","0","2072","Democrats' new rallying cry: 'Abolish ICE'","FoxNews"
"tjLeABb1QAg","33719","1166","81","0","304","President Trump delivers address at Campaign for Life Gala","FoxNews"
"ufU-b0bHkl0","47480","1205","76","0","339","Tucker: Susan Rice revelation more disturbing than Russia","FoxNews"
"5NqBtWUxGms","462402","5340","1177","0","2751","Malik Obama disappointed in the president, voting for Trump","FoxNews"
"n7uS92Bi07w","18121","405","6","0","66","Napolitano: Gorsuch most worthy jurist to fill Scalia's seat","FoxNews"
"79f63ElfEnM","20722","106","13","0","33","Eddie Money performs 'Take Me Home Tonight'","FoxNews"
"2ZTlDuTMTik","166230","1755","526","0","2524","Roger Stone on Paul Manafort's imprisonment","FoxNews"
"V5XZCDRTRPA","2609","90","6","0","37","Father-son duo help families of fallen US service members","FoxNews"
"66L6KYsHih0","11001","185","31","0","174","Rep. Meadows: GOP is not playing politics with immigration","FoxNews"
"auaRQCcBnr4","148689","1765","161","0","1035","Gina Haspel testifies in Senate confirmation hearing","FoxNews"
"I72YZOyeTVU","4757","166","20","0","91","Gerber baby with Down syndrome steals hearts","FoxNews"
"T1dzrLwTgVY","3198","76","2","0","24","NYPD taking added measures for Times Square NYE celebrations","FoxNews"
"wv2ek1QgAig","27537","622","94","0","1359","Trump cancels White House visit for Philadelphia Eagles","FoxNews"
"rfN9h247IEw","3544","121","7","0","34","Veterans help sustain life through farming","FoxNews"
"op2NDFjXxCc","150349","1555","314","0","1164","Trump: I was a member of the establishment, saw it was wrong","FoxNews"
"X0LEPRxgGcs","624697","2884","982","0","10111","30-year-old speaks out after ordered out of parents' home","FoxNews"
"Pxhp8PkiM40","59380","701","171","0","2072","Families separated at the border: what's really going on?","FoxNews"
"LXKyDFyRj2Y","395243","8794","2447","0","11289","Diamond and Silk: Roseanne Barr is not racist","FoxNews"
"ZI9uCO0ZLaw","5180","88","12","0","43","Rep. Brat, who upset Cantor in 2014, reacts to Crowley loss","FoxNews"
"PbQx5E4E1a4","20117","627","134","0","563","GOP candidate slams YouTube for pulling 'deportation bus' ad","FoxNews"
"NC_Oa2e4VEQ","90736","880","192","0","1741","Father of Parkland victim angry after Santa Fe shooting","FoxNews"
"5H-y4i36t7c","67456","1205","255","0","1224","Ingraham: Faux liberal outrage, destruction of rule of law","FoxNews"
"FkKi2Y_NO5w","717","10","0","0","1","Baby makes history with heart transplant","FoxNews"
"-hO6rLXx1L4","299787","1897","676","0","3883","Trey Gowdy on 'spygate' controversy, Adam Schiff's remarks","FoxNews"
"UQ9avSQ42ww","20105","372","67","0","588","President Trump: NBA champions not invited to White house","FoxNews"
"9eU4a3KUnJc","5036","219","39","0","347","NFL owners pass new national anthem policy","FoxNews"
"uCW5xOcF4lM","56774","1182","273","0","989","Why climate change has run its course","FoxNews"
"UGj2b0v_Aqc","74747","1980","344","0","1235","Ingraham: Bullies on the left aim to silence conservatives","FoxNews"
"oCwh97vzSME","2401","25","2","0","11","Digging into Trump's tough talk on North Korea","FoxNews"
"3TBJB93jMZ8","237019","2689","258","0","822","Rosenstein and Wray testify on 2016 election | Full hearing","FoxNews"
"9wZyCCjhwRo","27846","417","116","0","545","Mark Penn questions payments to lawyer Michael Avenatti","FoxNews"
"pe8KkP2C0mk","85587","1134","216","0","2042","Samantha Bee goes after Ivanka Trump with vulgar slur","FoxNews"
"_0PFOgLHSVw","120375","606","189","0","848","Abolishing the Electoral College","FoxNews"
"lawVOr5urfg","23395","505","108","0","1244","Obama claims he 'didn't have scandals' during his presidency","FoxNews"
"eJ97lG6L_S4","6481","121","22","0","113","Brad Thor opens up about his new book 'Spymaster'","FoxNews"
"ODHlNxvMpSw","18858","390","78","0","547","Eagles coach addresses canceled White House visit","FoxNews"
"F20j_eao5yQ","7416","58","14","0","62","Candidates for California governor fight for top two spots","FoxNews"
"fECgG5NLUr4","122743","1905","133","0","2764","Antifa clashes with Patriot Prayer group in Portland, Oregon","FoxNews"
"0NS51Iph2Ms","153408","2280","874","0","1740","Sarah Sanders: Trump is way out of Jim Acosta's league","FoxNews"
"t_Dur27eP7Y","70059","873","89","0","527","Trump and Pence speak at Prison Reform Summit","FoxNews"
"J9CkiijxRDk","154738","3006","982","0","2292","President Trump vs. late night comedians","FoxNews"
"zzdcfe6uKHU","6257","171","28","0","107","Swamp Watch: Wilbur Ross revisited","FoxNews"
"RRFz42r_-U4","1627","45","4","0","19","Putnam: Excited to share vision of putting Florida first","FoxNews"
"Y__s6oY53SA","168985","1112","445","0","2184","Napolitano on Gowdy's disputing of Trump's 'spygate' claims","FoxNews"
"D9BttyL4uao","3957","116","22","0","234","White House blames Philadelphia Eagles for 'political stunt'","FoxNews"
"-Do-QSwIoFQ","38561","960","108","0","422","Trump, Pence attend meeting of the National Space Council","FoxNews"
"Kc0AKGJwX9o","27981","847","26","0","256","Julian Assange: Our source is not the Russian government","FoxNews"
"uIBKca_RLzQ","19500","618","140","0","1360","American pride and patriotism at an all time low?","FoxNews"
"Q_qAaU79OcM","35814","279","78","0","202","Trump to nominate second Supreme Court Justice","FoxNews"
"gydkMLk3UJ0","151501","757","250","0","963","Charles Krauthammer reacts to Trump one-on-one","FoxNews"
"4Smg6VNX1fY","106080","2562","1027","0","1853","Judge Jeanine in Jerusalem: Donald Trump recognized history","FoxNews"
"Jq5Y9plZM60","14685","112","33","0","144","America's longest war: US remains in Afghanistan","FoxNews"
"_neHFQBA7Vc","27081","229","73","0","475","Santa Fe shooting survivor tells harrowing story","FoxNews"
"cVqhZp7v8Us","63805","974","349","0","3373","Chelsea Clinton says Trump 'degrades' America","FoxNews"
"oW5DCnTEi2w","80146","334","137","0","2003","Trump's new tariffs spark retaliation from US trade allies","FoxNews"
"wuQrRGGbacE","61917","416","169","0","972","Giuliani on possibility of Trump campaign finance violation","FoxNews"
"QOcnSJD1Jiw","1017873","2591","1156","0","2996","US troops clash with Syrian government forces","FoxNews"
"-5aO_7sDA9c","134679","1342","612","0","1427","Bream: Left in 'meltdown mode' over Kennedy's retirement","FoxNews"
"Nz7suGGVsWg","40229","430","179","0","467","Pundits applaud Fox for 'aggressive' Trump coverage","FoxNews"
"L-4mDUS1a9w","21176","73","23","0","35","Giuliani decries polls, teases 'big' campaign surprises","FoxNews"
"f8ZqfeBR_EQ","8159","130","39","0","191","Delivery robots now legal to roam in Arizona","FoxNews"
"LlKwRXjcot4","63757","382","133","0","609","Political war to erupt amid search for Kennedy's replacement","FoxNews"
